ID,event,sectionID,val,procID,ts,ticket
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,16,1542231446705406500,233
idUnico,END_FUNC_PROC, dameSurtidor,0,16,1542231446705568397,234
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,17,1542231446833526555,235
idUnico,END_FUNC_PROC, dejoSurtidor,1,17,1542231446833709321,236
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,17,1542231446833883740,237
idUnico,END_FUNC_PROC, dameSurtidor,0,17,1542231446834044649,238
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,11,1542231446894147518,239
idUnico,END_FUNC_PROC, dejoSurtidor,1,11,1542231446894331273,240
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,11,1542231446894507010,241
idUnico,END_FUNC_PROC, dameSurtidor,0,11,1542231446894667699,242
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,5,1542231446993180390,243
idUnico,END_FUNC_PROC, dejoSurtidor,1,5,1542231446993425103,244
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,5,1542231446993605563,245
idUnico,END_FUNC_PROC, dameSurtidor,0,5,1542231446993766692,246
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,12,1542231447049068102,247
idUnico,END_FUNC_PROC, dejoSurtidor,1,12,1542231447049393325,248
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,12,1542231447049575762,249
idUnico,END_FUNC_PROC, dameSurtidor,0,12,1542231447049736561,250
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,17,1542231447161273972,251
idUnico,END_FUNC_PROC, dejoSurtidor,1,17,1542231447161472335,252
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,17,1542231447161648072,253
idUnico,END_FUNC_PROC, dameSurtidor,0,17,1542231447161809530,254
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,16,1542231447287803389,255
idUnico,END_FUNC_PROC, dejoSurtidor,1,16,1542231447287989341,256
idUnico,BEGIN_FUNC_PROC, dameSurtidor,1,16,1542231447288164748,257
idUnico,END_FUNC_PROC, dameSurtidor,0,16,1542231447288326426,258
idUnico,BEGIN_FUNC_PROC, dejoSurtidor,0,6,1542231447297525587,259
